Title,Category,Img,Country,URL,Domain,Ideology
The Town Talk,center,leastbiased061.png,United States,https://www.thetowntalk.com,thetowntalk.com,Center
The TruthSetter,center,leastbiased071.png,,https://truthsetter.com,truthsetter.com,Center
The Vindicator,center,leastbiased071.png,United States,https://www.vindy.com/,vindy.com,Center
The WaterlooCedar Falls Courier,center,leastbiased031.png,,http://wcfcourier.com,wcfcourier.com,Center
ZDF (Zweites Deutsches Fernsehen),center,leastbiased011.png,,https://www.zdf.de/,zdf.de,Center
Third Way,center,leastbiased091.png,United States,https://www.thirdway.org/,thirdway.org,Center
ThoughtCo,center,leastbiased051.png,United States,https://www.thoughtco.com,thoughtco.com,Center
Times of San Diego,center,leastbiased021.png,,http://timesofsandiego.com/,timesofsandiego.com,Center
TimesNews (Idaho),center,leastbiased031.png,,http://magicvalley.com/,magicvalley.com,Center
Today I Found Out,center,leastbiased051.png,,http://www.todayifoundout.com/,todayifoundout.com,Center
Transparency International,center,leastbiased051.png,Germany,https://www.transparency.org/,transparency.org,Center
Transpartisan Review,center,leastbiased031.png,United States,http://www.transpartisanreview.com/,transpartisanreview.com,Center
Traverse City RecordEagle,center,leastbiased011.png,United States,https://www.record-eagle.com,record-eagle.com,Center
Tribune News Service,center,leastbiased031.png,,https://tribunecontentagency.com/tribune-news-service/,tribunecontentagency.com,Center
TriCity Herald,center,leastbiased041.png,United States,https://www.tri-cityherald.com/,tri-cityherald.com,Center
TruthOrFiction.com,center,leastbiased051.png,,https://www.truthorfiction.com/,truthorfiction.com,Center
Tut.by,center,leastbiased031.png,Belarus,https://www.tut.by/,tut.by,Center
TVW Washington State,center,leastbiased051.png,United States,https://www.tvw.org/,tvw.org,Center
Undark,center,leastbiased031.png,,https://undark.org,undark.org,Center
United Press International (UPI),center,leastbiased091.png,United States,https://www.upi.com,upi.com,Center
United States House of Representatives (House.gov),center,leastbiased051.png,,https://www.house.gov/,house.gov,Center
USA Spending,center,leastbiased051.png,United States,https://www.usaspending.gov/,usaspending.gov,Center
USA Facts,center,leastbiased051.png,United States,https://usafacts.org/,usafacts.org,Center
Utah StandardExaminer,center,leastbiased071.png,,http://www.standard.net/,standard.net,Center
Vera Files,center,leastbiased031.png,,http://verafiles.org,verafiles.org,Center
Viral Thread,center,leastbiased021.png,United Kingdom,http://www.viralthread.com/,viralthread.com,Center
Voice of America,center,leastbiased031.png,United States,https://www.voanews.com,voanews.com,Center
Vos Iz Neias,center,leastbiased031.png,,https://www.vosizneias.com,vosizneias.com,Center
Vote Smart,center,leastbiased051.png,United States,https://justfacts.votesmart.org/,justfacts.votesmart.org,Center
Waco TribuneHerald,center,leastbiased041.png,United States,https://www.wacotrib.com,wacotrib.com,Center
War on the Rocks,center,leastbiased011.png,United States,https://warontherocks.com/,warontherocks.com,Center
Washington Journal,center,leastbiased031.png,United States,https://www.c-span.org/series/?washingtonJournal,c-span.org,Center
Washington’s Top News (WTOP),center,leastbiased041.png,United States,https://wtop.com,wtop.com,Center
WBAY Action 2 News,center,leastbiased081.png,United States,https://www.wbay.com/,wbay.com,Center
WBNSTV (10tv.com),center,leastbiased031.png,United States,https://www.10tv.com/,10tv.com,Center
WBTV,center,leastbiased031.png,United States,https://www.wbtv.com/,wbtv.com,Center
WCAX3,center,leastbiased031.png,United States,https://www.wcax.com/,wcax.com,Center
WCTV Eyewitness News,center,leastbiased081.png,United States,https://www.wctv.tv/,wctv.tv,Center
We Are The Mighty,center,leastbiased091.png,United States,https://www.wearethemighty.com/,wearethemighty.com,Center
WEAU 13 News,center,leastbiased081.png,United States,https://www.weau.com/,weau.com,Center
WECT News 6,center,leastbiased081.png,United States,https://www.wect.com/,wect.com,Center
WENY News,center,leastbiased031.png,United States,https://www.weny.com/,weny.com,Center
WETM,center,leastbiased071.png,United States,https://www.mytwintiers.com/,mytwintiers.com,Center
WFMYnews2.com,center,leastbiased031.png,United States,https://www.wfmynews2.com/,wfmynews2.com,Center
WFMZ,center,leastbiased031.png,United States,https://www.wfmz.com/,wfmz.com,Center
WGHP Fox8,center,leastbiased071.png,United States,https://myfox8.com/,myfox8.com,Center
WGN News,center,leastbiased031.png,United States,https://wgntv.com/,wgntv.com,Center
WHSVTV,center,leastbiased081.png,United States,https://www.whsv.com/,whsv.com,Center
Wichita Eagle,center,leastbiased091.png,United States,https://www.kansas.com/,kansas.com,Center
WILX 10,center,leastbiased081.png,United States,https://www.wilx.com/,wilx.com,Center
WITN News,center,leastbiased081.png,United States,https://www.witn.com/,witn.com,Center
WJHG News,center,leastbiased081.png,United States,https://www.wjhg.com/,wjhg.com,Center
WMTV News,center,leastbiased081.png,United States,https://www.weau.com/,weau.com,Center
WNDU News Now,center,leastbiased081.png,United States,https://www.wndu.com/,wndu.com,Center
WOWT 6 News,center,leastbiased081.png,United States,https://www.wowt.com/,wowt.com,Center
WTVY News4,center,leastbiased081.png,United States,https://www.wtvy.com/,wtvy.com,Center
WikiNews,center,leastbiased041.png,,https://en.wikinews.org/wiki/Main_Page,en.wikinews.org,Center
Wikipedia,center,leastbiased051.png,United States,https://www.wikipedia.org/,wikipedia.org,Center
WikiTribune,center,leastbiased041.png,,https://www.wikitribune.com,wikitribune.com,Center
Winnipeg Free Press,center,leastbiased091.png,Canada,https://www.winnipegfreepress.com/,winnipegfreepress.com,Center
Winona Daily News,center,leastbiased031.png,,http://www.winonadailynews.com,winonadailynews.com,Center
WinstonSalem Journal,center,leastbiased011.png,United States,http://www.journalnow.com/,journalnow.com,Center
WION (World is One News),center,leastbiased081.png,India,https://www.wionews.com/,wionews.com,Center
Wisconsin State Journal,center,leastbiased041.png,,http://host.madison.com/wsj/,host.madison.com,Center
WKYT News,center,leastbiased081.png,United States,https://www.wvlt.tv/,wvlt.tv,Center
WLFL – CW 22,center,leastbiased011.png,United States,https://raleighcw.com/,raleighcw.com,Center
WMUR9,center,leastbiased021.png,United States,https://www.wmur.com/,wmur.com,Center
WOFL Fox 35 Orlando,center,leastbiased041.png,United States,https://www.fox35orlando.com/,fox35orlando.com,Center
World News,center,leastbiased071.png,United States,https://wn.com/,wn.com,Center
Worldometers,center,leastbiased051.png,United States,https://www.worldometers.info/,worldometers.info,Center
World Politics Review,center,leftcenter06.png,United States,https://www.worldpoliticsreview.com/,worldpoliticsreview.com,Center
World Population Review,center,leastbiased051.png,United States,http://worldpopulationreview.com/,worldpopulationreview.com,Center
WPXI,center,leastbiased031.png,United States,https://www.wpxi.com/,wpxi.com,Center
WRAL,center,leastbiased031.png,United States,https://www.wral.com/,wral.com,Center
WRDW – News 12,center,leastbiased081.png,United States,https://www.wrdw.com/,wrdw.com,Center
WSAWTV,center,leastbiased081.png,United States,https://www.witn.com/,witn.com,Center
WSAZ News Channel,center,leastbiased031.png,United States,https://www.wsaz.com/,wsaz.com,Center
WTAE Pittsburgh’s Action News 4,center,leastbiased021.png,United States,https://www.wtae.com/,wtae.com,Center
WTOKTV,center,leastbiased081.png,United States,https://www.wtok.com/,wtok.com,Center
WTVF – NewsChannel5,center,leastbiased031.png,United States,https://www.newschannel5.com/,newschannel5.com,Center
WTVG 13 Action News,center,leastbiased081.png,United States,https://www.13abc.com/,13abc.com,Center
WTXFTV Fox 29,center,leastbiased041.png,United States,https://www.fox29.com/,fox29.com,Center
WUSA9.com,center,leastbiased031.png,United States,https://www.wusa9.com/,wusa9.com,Center
WVEC – 13NewsNow,center,leastbiased031.png,United States,https://www.13newsnow.com/,13newsnow.com,Center
WVLT 8,center,leastbiased081.png,United States,https://www.wvlt.tv/,wvlt.tv,Center
WXIA – 11Alive.com,center,leastbiased031.png,United States,https://www.12newsnow.com/,12newsnow.com,Center
ZDNet,center,leastbiased031.png,United States,https://www.zdnet.com/,zdnet.com,Center
7News,center-right,rightcenter051.png,Australia,https://7news.com.au/,7news.com.au,Center-right
9 News (Australia),center-right,rightcenter122.png,Australia,https://www.9news.com.au/,9news.com.au,Center-right
1945 – 19fortyfive.com,center-right,rightcenter031.png,United States,https://www.19fortyfive.com/,19fortyfive.com,Center-right
Advocates for Self Government,center-right,rightcenter021.png,United States,https://www.theadvocates.org/,theadvocates.org,Center-right
Ahram Online,center-right,rightcenter071.png,Egypt,http://english.ahram.org.eg/,english.ahram.org.eg,Center-right
AL.com (Alabama News),center-right,rightcenter051.png,United States,https://www.al.com/,al.com,Center-right
Albuquerque Journal,center-right,rightcenter101.png,United States,https://www.abqjournal.com/,abqjournal.com,Center-right
Aleteia,center-right,rightcenter011.png,France,https://aleteia.org,aleteia.org,Center-right
American Action Forum,center-right,rightcenter031.png,United States,https://www.americanactionforum.org/,americanactionforum.org,Center-right
American Affairs Journal,center-right,rightcenter071.png,United States,https://americanaffairsjournal.org,americanaffairsjournal.org,Center-right
American Council on Science and Health,center-right,rightcenter091.png,United States,https://www.acsh.org,acsh.org,Center-right
American Firearms Institute,center-right,rightcenter051.png,,http://www.americanfirearms.org,americanfirearms.org,Center-right
American Institute for Economic Research,center-right,rightcenter061.png,United States,https://aier.org,aier.org,Center-right
Americas Quarterly,center-right,rightcenter081.png,,http://www.americasquarterly.org/,americasquarterly.org,Center-right
Angus Reid Institute,center-right,rightcenter051.png,Canada,http://angusreid.org,angusreid.org,Center-right
AntiWar,center-right,rightcenter021.png,United States,https://www.antiwar.com,antiwar.com,Center-right
Apple Daily,center-right,rightcenter031.png,Hong Kong,https://hk.appledaily.com/,hk.appledaily.com,Center-right
ArcaMax,center-right,rightcenter041.png,United States,https://www.arcamax.com/,arcamax.com,Center-right
Argus Leader,center-right,rightcenter071.png,United States,https://www.argusleader.com,argusleader.com,Center-right
Arkansas DemocratGazette,center-right,rightcenter061.png,United States,https://www.arkansasonline.com/,arkansasonline.com,Center-right
Arutz Sheva (Israel National News),center-right,rightcenter031.png,Israel,https://www.israelnationalnews.com/,israelnationalnews.com,Center-right
Asharq AlAwsat,center-right,rightcenter021.png,United Kingdom,https://aawsat.com/english/,aawsat.com,Center-right
Asian News International (ANI),center-right,rightcenter071.png,India,https://www.aninews.in,aninews.in,Center-right
Atlantic Council,center-right,rightcenter071.png,United States,https://www.atlanticcouncil.org,atlanticcouncil.org,Center-right
Ayn Rand Institute,center-right,rightcenter041.png,United States,https://newideal.aynrand.org/,newideal.aynrand.org,Center-right
Barron’s,center-right,rightcenter091.png,United States,https://www.barrons.com,barrons.com,Center-right
Being Libertarian,center-right,rightcenter011.png,United States,https://beinglibertarian.com/,beinglibertarian.com,Center-right
Berlingske,center-right,rightcenter041.png,Denmark,https://www.berlingske.dk/,berlingske.dk,Center-right
Bild,center-right,rightcenter051.png,Germany,https://www.bild.de/,bild.de,Center-right
Billings Gazette,center-right,rightcenter112.png,United States,https://billingsgazette.com/,billingsgazette.com,Center-right
Bipartisan Policy Center,center-right,rightcenter112.png,United States,https://bipartisanpolicy.org,bipartisanpolicy.org,Center-right
BoomLive,center-right,rightcenter112.png,India,https://www.boomlive.in/,boomlive.in,Center-right
Boston Herald,center-right,rightcenter041.png,United States,https://www.bostonherald.com/,bostonherald.com,Center-right
Breaking Defense,center-right,rightcenter051.png,United States,https://breakingdefense.com/,breakingdefense.com,Center-right
Breakthrough Institute,center-right,rightcenter101.png,,https://thebreakthrough.org,thebreakthrough.org,Center-right
B.T. Denmark,center-right,rightcenter051.png,Denmark,https://www.bt.dk/,bt.dk,Center-right
Buenos Aires Times,center-right,rightcenter101.png,Argentina,http://www.batimes.com.ar,batimes.com.ar,Center-right
BusinessLIVE,center-right,rightcenter031.png,South Africa,https://www.businesslive.co.za,businesslive.co.za,Center-right
Business Standard (India),center-right,rightcenter101.png,India,https://www.business-standard.com/,business-standard.com,Center-right
Calgary Herald,center-right,rightcenter081.png,Canada,https://calgaryherald.com,calgaryherald.com,Center-right
California Globe,center-right,rightcenter051.png,United States,https://californiaglobe.com/,californiaglobe.com,Center-right
California Political Review,center-right,rightcenter041.png,United States,http://www.capoliticalreview.com/,capoliticalreview.com,Center-right
Campaign for Liberty,center-right,rightcenter011.png,,http://campaignforliberty.org/,campaignforliberty.org,Center-right
Canadian Jewish News (CJN),center-right,rightcenter081.png,Canada,https://thecjn.ca/,thecjn.ca,Center-right
Canadian Taxpayers Federation,center-right,rightcenter031.png,Canada,https://www.taxpayer.com/,taxpayer.com,Center-right
Capitalism Magazine,center-right,rightcenter051.png,USA/Bahamas,https://www.capitalismmagazine.com/,capitalismmagazine.com,Center-right
Cato Institute,center-right,rightcenter011.png,United States,https://www.cato.org/,cato.org,Center-right
CCN.com,center-right,rightcenter041.png,Norway,https://www.ccn.com,ccn.com,Center-right
Center for the National Interest,center-right,rightcenter061.png,United States,http://cftni.org/,cftni.org,Center-right
Check Your Fact,center-right,rightcenter091.png,United States,https://checkyourfact.com/,checkyourfact.com,Center-right
Chicago Tribune,center-right,rightcenter091.png,United States,https://www.chicagotribune.com/,chicagotribune.com,Center-right
China Digital Times (CDT),center-right,rightcenter031.png,United States,https://chinadigitaltimes.net/,chinadigitaltimes.net,Center-right
Christianity Today,center-right,rightcenter112.png,United States,https://www.christianitytoday.com/,christianitytoday.com,Center-right
Colorado Springs Gazette,center-right,rightcenter071.png,United States,https://gazette.com/,gazette.com,Center-right
Columbia Daily Herald,center-right,rightcenter091.png,,https://www.columbiadailyherald.com/,columbiadailyherald.com,Center-right
Committee for a Responsible Federal Budget,center-right,rightcenter122.png,United States,http://crfb.org/,crfb.org,Center-right
Daily Herald,center-right,rightcenter101.png,United States,https://www.dailyherald.com/,dailyherald.com,Center-right
Daily Mining Gazette,center-right,rightcenter122.png,United States,https://www.mininggazette.com/,mininggazette.com,Center-right
Daily Press,center-right,rightcenter112.png,United States,https://www.dailypress.com/,dailypress.com,Center-right
DailyO,center-right,rightcenter031.png,,https://www.dailyo.in,dailyo.in,Center-right
Dallas Morning News,center-right,rightcenter061.png,United States,http://www.dallasnews.com/,dallasnews.com,Center-right
de Volkskrant,center-right,rightcenter091.png,,https://www.volkskrant.nl/,volkskrant.nl,Center-right
Deccan Chronicle,center-right,rightcenter041.png,India,https://www.deccanchronicle.com/,deccanchronicle.com,Center-right
Denver Gazette,center-right,rightcenter071.png,United States,https://denvergazette.com/,denvergazette.com,Center-right
Deseret News,center-right,rightcenter021.png,United States,https://www.deseret.com,deseret.com,Center-right
Desert Sun,center-right,rightcenter122.png,United States,http://www.desertsun.com/,desertsun.com,Center-right
Detroit News,center-right,rightcenter051.png,United States,https://www.detroitnews.com/,detroitnews.com,Center-right
Deutschland.de,center-right,rightcenter101.png,Germany,https://www.deutschland.de/,deutschland.de,Center-right
Die Presse,center-right,rightcenter101.png,Austria,https://www.diepresse.com/,diepresse.com,Center-right
Die Welt,center-right,rightcenter051.png,Germany,https://www.welt.de/,welt.de,Center-right
Downsizing the Federal Government,center-right,rightcenter031.png,,https://www.downsizinggovernment.org,downsizinggovernment.org,Center-right
Drudge Report,center-right,rightcenter011.png,United States,https://www.drudgereport.com/,drudgereport.com,Center-right
Ecuavisa,center-right,rightcenter051.png,Ecuador,https://www.ecuavisa.com/,ecuavisa.com,Center-right
Edmonton Examiner,center-right,rightcenter041.png,Canada,https://www.edmontonexaminer.com/,edmontonexaminer.com,Center-right
Edmonton Journal,center-right,rightcenter091.png,Canada,https://edmontonjournal.com,edmontonjournal.com,Center-right
Edmonton Sun,center-right,rightcenter031.png,Canada,https://edmontonsun.com/,edmontonsun.com,Center-right
El Mundo,center-right,rightcenter112.png,Spain,https://www.elmundo.es/,elmundo.es,Center-right
Entrepreneur Magazine,center-right,rightcenter112.png,United States,https://www.entrepreneur.com/,entrepreneur.com,Center-right
Ethics and Public Policy Center (EPPC),center-right,rightcenter031.png,United States,https://eppc.org/,eppc.org,Center-right
Ethnikos Kyrix,center-right,rightcenter051.png,United States,https://www.ekirikas.com/,ekirikas.com,Center-right
Expressen,center-right,rightcenter031.png,Sweden,https://www.expressen.se/,expressen.se,Center-right
Faith Family America,center-right,rightcenter051.png,United States,http://www.faithfamilyamerica.com,faithfamilyamerica.com,Center-right
FDD’s Long War Journal,center-right,rightcenter051.png,United States,https://www.longwarjournal.org,longwarjournal.org,Center-right
Financial Express,center-right,rightcenter051.png,India,https://www.financialexpress.com/,financialexpress.com,Center-right
Financial Post,center-right,rightcenter081.png,Canada,https://business.financialpost.com/,business.financialpost.com,Center-right
Firearms News,center-right,rightcenter011.png,United States,https://www.firearmsnews.com,firearmsnews.com,Center-right
First Post,center-right,rightcenter122.png,India,https://www.firstpost.com/,firstpost.com,Center-right
Fitch Ratings,center-right,rightcenter071.png,United States,https://www.fitchratings.com/,fitchratings.com,Center-right
FitsNews,center-right,rightcenter051.png,United States,https://www.fitsnews.com/,fitsnews.com,Center-right
Forbes,center-right,rightcenter041.png,United States,https://www.forbes.com,forbes.com,Center-right
Foreign Policy Research Institute,center-right,rightcenter031.png,United States,https://www.fpri.org/,fpri.org,Center-right
Fort Bend Herald,center-right,rightcenter051.png,,http://www.fbherald.com,fbherald.com,Center-right
Fort Worth StarTelegram,center-right,rightcenter041.png,United States,https://www.star-telegram.com/,star-telegram.com,Center-right
Fortnightly Review,center-right,rightcenter031.png,,http://fortnightlyreview.co.uk/,fortnightlyreview.co.uk,Center-right
Fortune Magazine,center-right,rightcenter091.png,United States,http://fortune.com/,fortune.com,Center-right
Foundation for Economic Education,center-right,rightcenter041.png,United States,https://fee.org/,fee.org,Center-right
Fox Business,center-right,rightcenter031.png,United States,https://www.foxbusiness.com/,foxbusiness.com,Center-right
Frankfurter Allgemeine Zeitung (FAZ),center-right,rightcenter071.png,Germany,https://www.faz.net/aktuell/,faz.net,Center-right
Franklin News Foundation,center-right,rightcenter031.png,United States,https://www.franklinnews.org/,franklinnews.org,Center-right
Fraser Institute,center-right,rightcenter051.png,Canada,https://www.fraserinstitute.org/,fraserinstitute.org,Center-right
Freedom Alliance,center-right,rightcenter112.png,United States,https://freedomalliance.org,freedomalliance.org,Center-right
Freedom House,center-right,rightcenter081.png,United States,https://freedomhouse.org/,freedomhouse.org,Center-right
GöteborgsPosten,center-right,rightcenter011.png,Sweden,https://www.gp.se/,gp.se,Center-right
Grand Rapids Press,center-right,rightcenter031.png,United States,http://www.mlive.com/grand-rapids/#/0,mlive.com,Center-right
Greeley Tribune,center-right,rightcenter081.png,United States,https://www.greeleytribune.com,greeleytribune.com,Center-right
Guns.com,center-right,rightcenter081.png,United States,https://www.guns.com/,guns.com,Center-right
HeraldSun,center-right,rightcenter081.png,Australia,https://www.heraldsun.com.au/,heraldsun.com.au,Center-right
Heterodox Academy,center-right,rightcenter101.png,,https://heterodoxacademy.org,heterodoxacademy.org,Center-right
Het Laatste Nieuws (HLN),center-right,rightcenter071.png,Belgium,https://www.hln.be/,hln.be,Center-right
HiDesert Star,center-right,rightcenter031.png,United States,https://hidesertstar.com/,hidesertstar.com,Center-right
High Point Enterprise,center-right,rightcenter081.png,United States,https://hpenews.com/,hpenews.com,Center-right
The Hindu Business Line,center-right,rightcenter112.png,India,http://www.thehindubusinessline.com/,thehindubusinessline.com,Center-right
HonestReporting,center-right,rightcenter041.png,United States,https://honestreporting.com/,honestreporting.com,Center-right
Hoover Institution,center-right,rightcenter031.png,United States,https://www.hoover.org/,hoover.org,Center-right
Human Progress,center-right,rightcenter011.png,United States,http://humanprogress.org/,humanprogress.org,Center-right
Idaho State Journal,center-right,rightcenter122.png,United States,https://www.idahostatejournal.com/,idahostatejournal.com,Center-right
iefimerida.gr,center-right,rightcenter051.png,Greece,https://www.iefimerida.gr/,iefimerida.gr,Center-right
In Homeland Security,center-right,rightcenter091.png,United States,https://inhomelandsecurity.com,inhomelandsecurity.com,Center-right
India.com,center-right,rightcenter061.png,India,https://www.india.com/,india.com,Center-right
India Times,center-right,rightcenter112.png,India,https://www.indiatimes.com/,indiatimes.com,Center-right
India Today,center-right,rightcenter051.png,India,https://www.indiatoday.in/,indiatoday.in,Center-right
India TV,center-right,rightcenter031.png,India,https://www.indiatvnews.com/,indiatvnews.com,Center-right
Inforum (The Forum of FargoMoorhead),center-right,rightcenter091.png,United States,https://www.inforum.com,inforum.com,Center-right
InsideSources,center-right,rightcenter061.png,United States,http://www.insidesources.com,insidesources.com,Center-right
Institute for Humane Studies,center-right,rightcenter112.png,United States,https://theihs.org/,theihs.org,Center-right
Irish Independent,center-right,rightcenter071.png,Ireland,https://www.independent.ie/,independent.ie,Center-right
ITV News,center-right,rightcenter101.png,United Kingdom,https://www.itv.com/news,itv.com,Center-right
The Jerusalem Post,center-right,rightcenter101.png,Israel,https://www.jpost.com/,jpost.com,Center-right
Jewish Breaking News,center-right,rightcenter061.png,Israel,http://jewishbreakingnews.com,jewishbreakingnews.com,Center-right
Jewish Journal,center-right,rightcenter101.png,United States,https://jewishjournal.com/,jewishjournal.com,Center-right
Jewish News Syndicate (JNS),center-right,rightcenter051.png,United States,https://www.jns.org,jns.org,Center-right
Just Facts,center-right,rightcenter061.png,United States,https://www.justfacts.com/,justfacts.com,Center-right
Just Facts Daily,center-right,right111.png,United States,http://www.justfactsdaily.com/,justfactsdaily.com,Center-right
Kalamazoo News – WWMT,center-right,rightcenter122.png,United States,https://wwmt.com/,wwmt.com,Center-right
KATU2,center-right,rightcenter122.png,United States,https://katu.com/,katu.com,Center-right
Knewz,center-right,rightcenter051.png,United States,https://knewz.com/,knewz.com,Center-right
Korea Herald,center-right,rightcenter101.png,South Korea,http://www.koreaherald.com/,koreaherald.com,Center-right
KUTV Salt Lake City,center-right,rightcenter081.png,United States,http://kutv.com/,kutv.com,Center-right
Laredo Morning Times,center-right,rightcenter101.png,United States,https://www.lmtonline.com,lmtonline.com,Center-right
Las Vegas ReviewJournal,center-right,rightcenter071.png,United States,http://www.reviewjournal.com/,reviewjournal.com,Center-right
Learn Liberty,center-right,rightcenter101.png,United States,https://www.learnliberty.org/,learnliberty.org,Center-right
Le Figaro,center-right,rightcenter031.png,France,https://www.lefigaro.fr/,lefigaro.fr,Center-right
Leicester Mercury,center-right,rightcenter122.png,United Kingdom,https://www.leicestermercury.co.uk/,leicestermercury.co.uk,Center-right
Lexington Institute,center-right,rightcenter091.png,United States,https://www.lexingtoninstitute.org/,lexingtoninstitute.org,Center-right
Libertarianism.org,center-right,rightcenter051.png,United States,https://www.libertarianism.org,libertarianism.org,Center-right
ListVerse,center-right,rightcenter071.png,United Kingdom,https://listverse.com/,listverse.com,Center-right
London Broadcasting Company (LBC),center-right,rightcenter011.png,United Kingdom,https://www.lbc.co.uk/,lbc.co.uk,Center-right
London Evening Standard,center-right,rightcenter031.png,United Kingdom,https://www.standard.co.uk/,standard.co.uk,Center-right
London Free Press,center-right,rightcenter112.png,Canada,https://lfpress.com,lfpress.com,Center-right
Los Angeles Daily News,center-right,rightcenter122.png,United States,http://www.dailynews.com/,dailynews.com,Center-right
Lubbock AvalancheJournal,center-right,rightcenter061.png,United States,https://www.lubbockonline.com/,lubbockonline.com,Center-right
Lynx Media,center-right,rightcenter112.png,,https://lynx.media/,lynx.media,Center-right
Mackinac Center for Public Policy,center-right,rightcenter021.png,United States,https://www.mackinac.org/,mackinac.org,Center-right
Malaysia Today,center-right,rightcenter041.png,Malaysia,https://www.malaysia-today.net/,malaysia-today.net,Center-right
Manchester Union Leader,center-right,rightcenter011.png,United States,https://www.unionleader.com/,unionleader.com,Center-right
The Manila Times,center-right,rightcenter081.png,Philippines,https://www.manilatimes.net,manilatimes.net,Center-right
Marginal Revolution,center-right,rightcenter091.png,United States,https://marginalrevolution.com/,marginalrevolution.com,Center-right
MarketWatch,center-right,rightcenter112.png,United States,https://www.marketwatch.com/,marketwatch.com,Center-right
Mercatus Center,center-right,rightcenter041.png,United States,https://www.mercatus.org,mercatus.org,Center-right
Montreal Gazette,center-right,rightcenter112.png,Canada,https://montrealgazette.com/,montrealgazette.com,Center-right
Mountain Democrat,center-right,rightcenter122.png,United States,https://www.mtdemocrat.com,mtdemocrat.com,Center-right
MyNorthwest,center-right,rightcenter061.png,,http://mynorthwest.com,mynorthwest.com,Center-right
National Affairs Magazine,center-right,rightcenter091.png,United States,https://www.nationalaffairs.com,nationalaffairs.com,Center-right
National Interest,center-right,rightcenter122.png,United States,https://nationalinterest.org/,nationalinterest.org,Center-right
National Post,center-right,rightcenter041.png,Canada,https://nationalpost.com,nationalpost.com,Center-right
Netherlands Radio and Television Association (NOS),center-right,rightcenter112.png,Netherlands,https://nos.nl,nos.nl,Center-right
New York Post,center-right,rightcenter011.png,United States,https://nypost.com/,nypost.com,Center-right
News.com.au,center-right,rightcenter101.png,Australia,https://www.news.com.au/,news.com.au,Center-right
NewsGazette,center-right,rightcenter101.png,United States,http://www.news-gazette.com/,news-gazette.com,Center-right
NHK (Nippon Hoso Kyokai),center-right,rightcenter112.png,Japan,https://www2.nhk.or.jp/,www2.nhk.or.jp,Center-right
Nikkei Asian Review,center-right,rightcenter041.png,Japan,https://asia.nikkei.com,asia.nikkei.com,Center-right
NJ1015.com,center-right,rightcenter031.png,United States,https://nj1015.com/,nj1015.com,Center-right
Northwest Arkansas DemocratGazette,center-right,rightcenter122.png,United States,https://www.nwaonline.com/,nwaonline.com,Center-right
Odessa American,center-right,rightcenter081.png,,http://www.oaoa.com,oaoa.com,Center-right
Omaha WorldHerald,center-right,rightcenter081.png,United States,https://www.omaha.com/,omaha.com,Center-right
Open Doors,center-right,rightcenter051.png,United States,https://www.opendoorsusa.org,opendoorsusa.org,Center-right
Orange County Register,center-right,rightcenter101.png,United States,https://www.ocregister.com/,ocregister.com,Center-right
Oregonian,center-right,rightcenter122.png,United States,https://www.oregonlive.com,oregonlive.com,Center-right
Ottawa Citizen,center-right,rightcenter081.png,Canada,https://ottawacitizen.com,ottawacitizen.com,Center-right
Ottawa Sun,center-right,rightcenter051.png,Canada,https://ottawasun.com/,ottawasun.com,Center-right
Pacific Research Institute,center-right,rightcenter021.png,United States,https://www.pacificresearch.org/,pacificresearch.org,Center-right
Parkersburg News and Sentinel,center-right,rightcenter081.png,United States,https://www.newsandsentinel.com/,newsandsentinel.com,Center-right
Peninsula Daily News,center-right,rightcenter091.png,United States,https://www.peninsuladailynews.com/,peninsuladailynews.com,Center-right
Pittsburgh PostGazette,center-right,rightcenter112.png,United States,http://www.post-gazette.com/,post-gazette.com,Center-right
Pittsburgh Tribune Review,center-right,rightcenter091.png,United States,https://triblive.com/,triblive.com,Center-right
PolicyEd,center-right,rightcenter021.png,United States,https://www.policyed.org/,policyed.org,Center-right
Politisite,center-right,rightcenter061.png,United States,https://politisite.com/,politisite.com,Center-right
PostBulletin,center-right,rightcenter122.png,United States,https://www.postbulletin.com/,postbulletin.com,Center-right
R Street Institute,center-right,rightcenter081.png,,http://www.rstreet.org/,rstreet.org,Center-right
Rasmussen Reports,center-right,rightcenter112.png,United States,http://www.rasmussenreports.com/,rasmussenreports.com,Center-right
RealClearDefense,center-right,rightcenter071.png,United States,https://www.realcleardefense.com/,realcleardefense.com,Center-right
Real Clear Investigations,center-right,rightcenter031.png,United States,https://www.realclearinvestigations.com/,realclearinvestigations.com,Center-right
Real Clear Policy,center-right,rightcenter091.png,United States,https://www.realclearpolicy.com/,realclearpolicy.com,Center-right
Real Clear Politics,center-right,rightcenter061.png,United States,https://www.realclearpolitics.com,realclearpolitics.com,Center-right
RealClearReligion,center-right,rightcenter091.png,United States,https://www.realclearreligion.org,realclearreligion.org,Center-right
Reason,center-right,rightcenter031.png,United States,https://reason.com/,reason.com,Center-right
Red River Valley News,center-right,leastbiased081.png,United States,https://www.valleynewslive.com/,valleynewslive.com,Center-right
Regina LeaderPost,center-right,rightcenter061.png,Canada,https://leaderpost.com,leaderpost.com,Center-right
Regulation Magazine,center-right,rightcenter011.png,United States,http://www.cato.org/regulation/,cato.org,Center-right
Remington Research Group,center-right,rightcenter122.png,,https://remingtonresearchgroup.com,remingtonresearchgroup.com,Center-right
